Country Name,"Country Code","Series Name","Series Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
Angola,"AGO","Ores and metals imports (% of merchandise imports)","TM.VAL.MMTL.ZS.UN","","","0.784253648364543","","","","","","","0.979650804971516","1.0998262189386","0.915146808974892","1.35162558622299","1.69763021751518","2.61427998192737","","","","","","","","","","","1.35268074762421","","","","","","","","","","","","","","","","","","","","","","0.614511466832542","","1.51286596564599","0.705744640887401","0.713776120786264","0.924676966129078","0.712685644611248","0.653071968219914","0.556416416629088","0.52554892484258","0.724921281407745","0.657932531304958","0.701040234886045","0.619934907470455","0.542630542208163"
Angola,"AGO","Manufactures imports (% of merchandise imports)","TM.VAL.MANF.ZS.UN","","","74.2975702512366","","","","","","","78.9670474751093","78.8409239893954","81.6521436683967","80.6758057405018","78.5760037267417","76.9297458069304","","","","","","","","","","","65.0947382380269","","","","","","","","","","","","","","","","","","","","","","81.2885756497697","","69.3479165082659","65.7083388856312","67.6500290780513","73.6637116833577","72.6126819687005","63.0819546986625","60.265008866166","54.8527236409138","55.9932202404156","59.2674911195402","64.9518543318021","65.60643147253","63.8104576308322"
Antigua and Barbuda,"ATG","Ores and metals imports (% of merchandise imports)","TM.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","0.257586797112991","0.274593512462557","0.460545329682925","","0.85892777311017","0.984586776147104","","","0.40349278187864","","","","","","","","","","","","","","","","","","0.640964225608936","0.757216231715778","","","","","0.327584056147542","0.630209962073016","0.630586161900395","","0.822992052893592","0.699381549248495","0.689501536609055","0.833965285205236","0.910966597630085","0.579189218139268","0.591322279756106","0.716209941503426","0.444290063624802","1.0423942527127","1.16835935349059","",""
Antigua and Barbuda,"ATG","Manufactures imports (% of merchandise imports)","TM.VAL.MANF.ZS.UN","","","","","","","","","","","","","","39.3591797835141","23.0284192372123","34.7673885714238","","66.3901783448335","62.013336884393","","","71.0872242962346","","","","","","","","","","","","","","","","","","64.2763028209431","58.7971225954697","","","","","45.7916275680373","45.9772907724241","70.5761950907949","","41.6425205794397","48.2890456259867","38.3307793627051","58.9773061489437","60.6825889411592","45.7525095459994","53.8703345004832","57.8605906987816","58.7419468075513","67.0578167493161","66.5110946746486","",""
Argentina,"ARG","Ores and metals imports (% of merchandise imports)","TM.VAL.MMTL.ZS.UN","","","2.74088407026322","3.96414939824762","7.31789796249061","8.47181378032482","7.56401858023395","6.46864891682357","6.67896355713961","6.79995608152241","7.52361392217952","7.411640299696","7.88009334268139","8.23729645536689","9.09179217729298","8.2501817493187","6.85939808112934","5.34420682916137","4.61388315775618","4.54876239540644","2.93801215620961","2.61683269114831","4.36138137739953","4.73777087885043","5.21231391303221","4.70977098454655","5.54165467985011","5.18783028396032","","","","","2.88965646378304","2.28797457941013","2.10081711953639","2.71286281812276","2.5647606829801","2.14267125790554","2.12194774387258","2.05569064806486","2.49425904008636","2.68595156837398","4.47515719926234","3.63265263009851","3.21622840076925","3.46088701739441","3.90827210922264","3.24536606611348","3.73821248337423","2.56780308217122","3.28080045354742","3.49623372909381","2.67026052425489","2.67010273867058","3.15881100601335","2.74820680227267","2.21738558399208","2.34639508347565","3.02821217680549","3.15470207359221","2.95600162995576","3.9362002809895"
Argentina,"ARG","Manufactures imports (% of merchandise imports)","TM.VAL.MANF.ZS.UN","","","80.3662687469945","78.2700226968904","67.7451852917737","62.1946463144543","64.6509786141096","68.7043262686715","69.5560614775541","69.8895888795937","73.0587543303087","72.1450852258777","74.6487726882473","67.7195784238079","64.0029299935732","67.4185595328702","65.415941201566","68.7981626626938","72.7925226896408","67.0492090520579","77.331851085658","78.0978126996309","73.6580250852308","75.7858759462323","74.4381763803816","74.9698193713781","73.7916956731029","74.5263312524119","","","","","86.3219700586407","87.8860329340414","88.110501592244","85.5029706384344","86.9466997825818","87.7186307913254","88.6644796155083","88.6198562602907","86.7256459906493","85.9014752322376","83.0626213492873","85.5415110086989","86.4824111210958","86.3533363056346","86.5965738964109","85.1625207870206","82.8939768927974","85.352141979531","84.3577203165293","79.4754431161363","79.8780116980627","77.0861763046026","75.8210720291067","81.7976426585726","84.0543400354801","83.5951661440282","78.7079066895287","79.5866915236971","80.0726737285019","77.3132759488518"
Armenia,"ARM","Ores and metals imports (% of merchandise imports)","TM.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.49737283171532","","0.546418839174262","0.899367747943592","2.01498144411178","2.89363159018275","3.01120189592395","0.640938593384962","2.59311090017574","2.00630878871844","2.89843665993495","2.43065645043975","4.24403471843514","3.36521321375683","2.78408918989212","2.25525898162481","2.09576241010557","2.32413735072318","2.76436592948803","2.38733830592793","2.49226366260597","2.00270521134112","2.23965864025831","2.26181139737514","2.34308852774477"
Armenia,"ARM","Manufactures imports (% of merchandise imports)","TM.VAL.MANF.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.5845471436497","","49.5433358807863","51.0046528459288","48.2126729860872","54.2677458090171","60.1356915316063","53.7127230831399","59.0183987174857","57.4321418090736","58.8892267038467","58.4910578181784","58.7738692772618","55.0460223604655","54.3946392263352","50.5054816782553","51.1547007346649","53.7145823857124","54.1421789200803","58.0708350062829","60.7511726317896","64.7657363580694","62.5559831840813","61.3560906471438","60.3571286169901"
Aruba,"ABW","Ores and metals imports (% of merchandise imports)","TM.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.38005655353822","2.10000986158841","1.88687499818701","2.4568402111469","2.3359160077364","2.66646836417951","3.3269613751909","3.05119421627425","3.01826403139172","0.97022042837788","0.798838391545515","1.14081154269822","1.17173360649833","1.15907509989879","1.18010846340599","1.22102614389831","2.11765758397366","1.75134499286582","0.91720489406907","1.08537882260301","1.04381082988724","0.926862506067775"
Aruba,"ABW","Manufactures imports (% of merchandise imports)","TM.VAL.MANF.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.5896780740747","69.6652515587453","71.9406083688584","70.2095930625135","69.6151224771922","29.0728842257247","69.7728180681964","72.4159002700264","70.7494787259711","64.9691778454159","59.3289998848001","62.1954013606675","58.8331282284422","58.4511358915968","61.6515613411627","61.309653297513","63.2084764567335","62.3361850453968","64.3937133727252","64.8392172000081","62.556969791971","59.4874699097202"
Australia,"AUS","Ores and metals imports (% of merchandise imports)","TM.VAL.MMTL.ZS.UN","","","","2.68171327746951","2.7020076653534","3.43590737164664","2.60654094263402","2.99725702599653","3.28760177803315","2.48539008931985","2.27947256161329","2.0055851843482","1.93339549178715","2.11386385907419","2.20516412132208","1.9512437681864","1.56600421151433","1.63619365516158","1.72264233211084","1.7682165946024","2.14020101192767","1.80517607706829","1.45653703821575","1.43617881957958","1.26903811676726","1.25984445736698","1.26212038352201","1.3264446894925","1.52840157697368","1.51878863656302","1.42354642723879","1.22744102184776","1.37844140192008","1.19049707732363","1.34965204205083","1.32710007808513","1.15623574751407","1.26299553284131","1.30735045875428","1.12029451231626","1.13286068100656","1.23703553649526","1.18320967857938","1.23099789740414","1.04935408652103","1.09534011732853","1.32410140967909","1.51780167934174","1.5707540370653","1.25261144628613","1.67469435459001","2.00091872283461","1.48716515719101","1.43131942234656","1.63720146426995","1.58436134234334","1.582695284708","1.40128120999166","1.45919809767146","1.28833160184855","1.63005242171445","1.78846145679959"
Australia,"AUS","Manufactures imports (% of merchandise imports)","TM.VAL.MANF.ZS.UN","","","","71.3982978244669","73.2254845690711","73.3083745237711","75.1751295745758","75.4420817219011","76.5563101545033","76.5194551775703","79.3090404140168","80.4485367240543","79.4763827827645","80.347689873448","77.9782445047459","78.3209153234622","78.5903178548731","77.5150629208083","79.3622734562666","77.9025805696764","74.5575492222917","76.4505439421871","76.2076412765238","77.4773453186428","78.7508335116626","80.8179407200132","82.5270361988568","80.955672717111","84.0936324398953","84.6223933043124","83.9922517764807","83.9711125430732","83.7993599991605","84.0744979538843","85.7214652332762","85.9787205169957","85.38154002492","85.3878151320302","84.8073159719743","85.0005613964303","82.9292368156222","81.856002885065","82.8092482059761","81.9534870464831","81.7383054242387","80.0117688543657","76.3172720511638","76.0683958564864","71.8254494395673","72.4603982161064","72.6985307227009","69.3737423375837","71.257410062436","70.783455696739","71.2399733430645","75.8769752521757","77.3414029961542","73.7679522516319","72.7881095963825","73.5295116559962","76.8509366835808","77.4811035192451"
